z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.010652343749999998,0.87160714541029338,0.0,1069.8822076038493,0.31251075403068035,0.0065956552117848984,7.8681260865849051e-05,1.8025506892195946e-05,0.13085079898139471,5.3530080950792657e-05,0.077891742219939025,0.00013805688627516402,2.9161714112003889e-05,8.4170589698707107e-13,3.6885096264821626e-10,2.797123396068914e-07,2.4059636176166933e-08,0.00029777949773063445,0.031717671678821065,0.016697001591576947,0.014562213365220343,9.3050195472233098e-07,0.0008296187834550213,4.519221787162163e-08,9.3382654038975534e-06,0.00010696693618301897,8.7907369750002674e-12,6.7864955046090844e-06,2.9613661287306201e-08,0.0001857981787275951,6.1633731834666863e-06,0.00046339934576557684,2.9330056278283324e-08,2.8585841419030935e-05,6.8064367834781245e-09,1.269964214151362e-11,2.9631279630386647e-10,1.4272293874380479e-09,3.5466454511137409e-09,3.994769176061081e-11,1.1910786379228314e-06,6.5764578601171944e-08,5.3341255605567015e-08,6.5045288969557708e-10,1.2776076312050086e-13,1.3046114127559826e-07,8.215068495472645e-12,5.3261540548845247e-12,5.2475125014884968e-09,6.2999532110019988e-11,4.7949950185383728e-08,2.848405973031732e-10,0.71940658168663851,-3.1728581905675319e-16,3.4342190501717035e-08,7.5924024754332837e-06,6.1940307783786286e-07,1.5351177753015221e-05
0.010664062499999998,0.89779963263088847,0.0,1101.6890269972091,0.3033935371888101,0.0066768882917097316,9.6561131285939218e-05,2.3175636204309975e-05,0.12777803546183303,6.6665256759934507e-05,0.080929395763622042,0.00014053702677871579,2.7712339093895654e-05,1.8848547899353824e-12,6.6175980169439029e-10,3.9929787519717122e-07,3.4220591582469556e-08,0.00034775184118762101,0.02987181062867212,0.017534347968508841,0.01552050385233212,1.2289476977411919e-06,0.00083239110006994336,6.2670854947973022e-08,8.8905954383739369e-06,0.00010712544870160344,1.5183640576821247e-11,7.2519482459675763e-06,4.4296513300412871e-08,0.00019331909838948136,7.3570617446512137e-06,0.00046876215748415794,4.2402499928851395e-08,3.1132450312446822e-05,7.6283226651312311e-09,1.7532924274116609e-11,3.4915487636041255e-10,1.5181069613549187e-09,3.6577991059394249e-09,5.3126628458516424e-11,1.2672482164089889e-06,5.698025141058706e-08,5.6955329814519685e-08,6.8422428741343065e-10,2.0974729922177119e-13,1.3864802455241556e-07,8.3407392689419795e-12,8.7819614747455692e-12,5.654658667525931e-09,6.90109723015677e-11,5.1034250475891809e-08,3.3539172927794233e-10,0.7193018055037913,1.0049393574902549e-16,3.7668127739459029e-08,7.839253238655986e-06,6.3612924192522078e-07,1.6663021630431065e-05
0.010675781249999999,0.92421620276763894,0.0,1133.7633004117831,0.29472173871764645,0.0067536248626672802,0.00011807482300462949,2.9673307201016292e-05,0.12464060185419563,8.3355902510709684e-05,0.08399132868226919,0.00014322880716127374,2.6032015304140497e-05,4.1883023502474171e-12,1.1809252326197561e-09,5.6838417361605649e-07,4.8564085944957269e-08,0.0004025917471063837,0.028002401788240806,0.018383236816743049,0.016519255526649991,1.6101350346696908e-06,0.00083082724137057296,8.6477000653680856e-08,8.5031819383499547e-06,0.0001065749222532061,2.5993471759606402e-11,7.7475368619922471e-06,6.5920795201097198e-08,0.00020016004083318379,8.6425375143130763e-06,0.00046855316615951163,6.0933582964039816e-08,3.3790934401356345e-05,8.5894334511958981e-09,2.464234952632598e-11,4.1052428025488933e-10,1.6167290161311177e-09,3.7623977803298711e-09,7.0088977699819198e-11,1.3448980141419486e-06,4.9193101382120013e-08,6.0739795496375492e-08,7.2015309165490701e-10,3.4253791309591904e-13,1.4717126497011149e-07,8.823728503982581e-12,1.4402384358211861e-11,6.0912358964389301e-09,7.5904859220463561e-11,5.4212151924424046e-08,3.9650074982237858e-10,0.71921098384358084,1.147822873022412e-16,4.1614608514154571e-08,7.9735418272723391e-06,6.4991461045300801e-07,1.8025769698950658e-05
0.010687499999999999,0.95077960862038924,0.0,1166.0123835404511,0.28648763999676125,0.0068247745567814088,0.00014386606933300229,3.7848706161356828e-05,0.12144513090962701,0.00010451814016585882,0.087069493294792619,0.00014603794863550997,2.4125950877336488e-05,9.2100651398363997e-12,2.0904523824718334e-09,8.0453340536249424e-07,6.8588177133290771e-08,0.00046151866370314079,0.026116094937599459,0.019239351562022045,0.017558391917466117,2.0902548142368011e-06,0.00082492663827724889,1.1857025825873088e-07,8.1566678030976828e-06,0.00010527093067293016,4.4051524999036342e-11,8.2760936546818576e-06,9.7320208203737047e-08,0.00020610554377886484,9.9717302923164726e-06,0.00046207767061259516,8.6842765812150238e-08,3.6526891651100308e-05,9.7187385160782522e-09,3.5330011270489161e-11,4.8170264088953005e-10,1.7232660990340946e-09,3.8587986300588546e-09,9.1744843673645482e-11,1.4241164543555967e-06,4.2369245868430981e-08,6.4698999548617138e-08,7.5859930657097754e-10,5.5627994985514615e-13,1.5603621521023998e-07,9.7509397278774276e-12,2.3418319711168713e-11,6.5580575751143143e-09,8.3872991195722402e-11,5.7468437173340461e-08,4.7024688288459403e-10,0.71913440415807417,1.4230627559136168e-16,4.6050371063175901e-08,7.9706553387047841e-06,6.6339925935653897e-07,1.9414156270881351e-05
0.01069921875,0.97740110568155525,0.0,1198.3301372656729,0.2786845693618904,0.0068890407388720746,0.0001746323762944783,4.8109331125612853e-05,0.11819978241592077,0.00013124901404346071,0.090154437341967306,0.0001488274550917984,2.2011568277897751e-05,1.9973121518124547e-11,3.6591719025943925e-09,1.1290619853404304e-06,9.6135209222252668e-08,0.00052325019426991532,0.024220833200312888,0.020097396896940935,0.018637551861657772,2.6855281116084822e-06,0.00081474365226322286,1.6127331287399928e-07,7.8310134609612191e-06,0.00010317743850825559,7.3799748826744071e-11,8.8402087107888284e-06,1.4207849461136043e-07,0.00021090458128043368,1.1278700864752017e-05,0.00044885508244150741,1.224648872951347e-07,3.9294235934192932e-05,1.1049829328830106e-08,5.1684888794650249e-11,5.64095609162916e-10,1.8375921072510223e-09,3.9451966326645465e-09,1.1914563582775169e-10,1.5050244752307357e-06,3.6448014264242398e-08,6.8837387976859974e-08,7.9991762320511085e-10,8.9646587728667826e-13,1.6524704060553606e-07,1.1258651109389889e-11,3.7615477171929647e-11,7.0549210652381945e-09,9.314086087556523e-11,6.0781952032033865e-08,5.5901100249999213e-10,0.71907241761115703,-5.4239553885454341e-16,5.0757096462013248e-08,7.8110114972127077e-06,6.7847640534426787e-07,2.0792077484485245e-05
0.0107109375,1.0039796569336907,0.0,1230.5960905104653,0.27130689785349865,0.0069449096775184719,0.00021109976228586498,6.0955954628940386e-05,0.11491443748889971,0.0001648388274425681,0.093235152249434836,0.00015142346937042545,1.9722157585906941e-05,4.2546834458469649e-11,6.3116569974632045e-09,1.5661730011385366e-06,1.3334065922050421e-07,0.00058594503978823026,0.022325945457239437,0.020950964799182216,0.019756028479984485,3.4106906104859909e-06,0.00080038084730144597,2.1717568537998362e-07,7.5066861526157017e-06,0.00010027126168630562,1.2203145264650865e-10,9.4415073831472172e-06,2.044146970242049e-07,0.00021426976696506517,1.2482482128763682e-05,0.00042871448237968162,1.7047548292001995e-07,4.2033217100996552e-05,1.2620373568612572e-08,7.7011329571617862e-11,6.5920414310013262e-10,1.9591812556560235e-09,4.019646045859063e-09,1.5346776534844674e-10,1.5877692102794353e-06,3.135070883167358e-08,7.3159533864160286e-08,8.444526338210184e-10,1.4326786262356355e-12,1.7480545772412301e-07,1.3547243529596916e-11,5.9455121189745877e-11,7.580129638922761e-09,1.0397220223901027e-10,6.4124136848900975e-08,6.6547818259024032e-10,0.71902546067117457,2.9515790438032657e-16,5.5426763492141744e-08,7.4840061036777336e-06,6.959718670414359e-07,2.2111596860921708e-05
0.01072265625,1.030401534103613,0.0,1262.6750751966219,0.2643499618502212,0.0069906524445569268,0.00025398502398716824,7.7000062676190885e-05,0.11160086020231706,0.00020677256660771483,0.096298969486624114,0.00015362286580833883,1.7309444052903168e-05,8.8639417837228463e-11,1.0688863334953662e-08,2.1408406153699429e-06,1.8248240420238496e-07,0.00064719784721651208,0.020442178521295519,0.021792417724293415,0.020912705138140881,4.2769688661937616e-06,0.00078198002446215782,2.8891434248578741e-07,7.1657783322707471e-06,9.6547258109277857e-05,1.9881632297289458e-10,1.0079433200965952e-05,2.8880227066370608e-07,0.00021588283406211213,1.3493127895120499e-05,0.00040187898571120904,2.3369840259699092e-07,4.4668625791453948e-05,1.4470525223692321e-08,1.1639024544914255e-10,7.6855889058437363e-10,2.0869836891255206e-09,4.0800841374470936e-09,1.9597562254457448e-10,1.6725177951924916e-06,2.698857831223832e-08,7.767015170896418e-08,8.9252180239727167e-10,2.2644010264754072e-12,1.8470844612786499e-07,1.6880900108039882e-11,9.2109199421638297e-11,8.1299253554631285e-09,1.166584853244986e-10,6.7457511578020068e-08,7.9259002738509067e-10,0.71899406879001937,-6.9758525381763053e-17,5.9668635901811444e-08,6.9916381376127994e-06,7.1559592628643935e-07,2.3313124967805305e-05
0.010734374999999999,1.0565404901331841,0.0,1294.4175194052273,0.25780990768878476,0.0070243452345268602,0.00030394513865374508,9.6981317914499995e-05,0.10827279867923299,0.00025871378060284255,0.099331534438797997,0.00015520296614777293,1.4843677701465699e-05,1.7975281687021525e-10,1.770579029064383e-08,2.8751045324247114e-06,2.4569417783557517e-07,0.00070411106562877433,0.018581642983890798,0.022612808794763555,0.02210599306034268,5.2896057520198069e-06,0.00075971117523090448,3.7879483737788198e-07,6.793183974693228e-06,9.2023785039514077e-05,3.1850456006238077e-10,1.0749412241890118e-05,3.9922558892546443e-07,0.00021541007869703391,1.4221016902296396e-05,0.00036902015296529133,3.1476203378067311e-07,4.7108987969992299e-05,1.6639742250304614e-08,1.7735514715308119e-10,8.9364036474345366e-10,2.2193196614477802e-09,4.1243901011784045e-09,2.4795982459344051e-10,1.7594510230896393e-06,2.3269629916135202e-08,8.2374118302840892e-08,9.4441163766149663e-10,3.53453067018482e-12,1.9494437889965346e-07,2.1584738754342693e-11,1.3932611040175929e-10,8.6979084142089e-09,1.3152072248541581e-10,7.073435350246181e-08,9.4347829181848499e-10,0.71897887649946568,-4.666355304947464e-17,6.3032473929586592e-08,6.3508233444048134e-06,7.3607440492021399e-07,2.4327290440038735e-05
0.010746093749999998,1.0822586988534129,0.0,1325.6606068820345,0.25168345287432364,0.0070439138565176248,0.00036151539041383377,0.00012178210216099446,0.10494599324305739,0.00032246271411546308,0.10231689056559468,0.00015593430616784034,1.2409838145093234e-05,3.5262031679802924e-10,2.8573346836542469e-08,3.7827888847001413e-06,3.2452574106604386e-07,0.00075346415841467962,0.016757646385798138,0.023401864159068836,0.023333776737642937,6.4453646681911934e-06,0.00073376024124269278,4.8825613876391845e-07,6.3776736975180713e-06,8.6747698707615868e-05,5.0034332653343815e-10,1.1440398009515374e-05,5.380620847987963e-07,0.00021253059579263504,1.458913409213444e-05,0.00033126315252039409,4.1559290309950374e-07,4.924770827228249e-05,1.916128451894259e-08,2.7050056513989447e-10,1.0357462144203843e-09,2.3537757950955978e-09,4.1504489208732054e-09,3.1064775199084932e-10,1.8487561205460002e-06,2.0103997250281009e-08,8.7276451780933568e-08,1.0003515424378309e-09,5.4342068852299183e-12,2.0548677937263537e-07,2.800927086194157e-11,2.0498766988300892e-10,9.2744907001791922e-09,1.4888926447212117e-10,7.389583464985303e-08,1.1213083504965354e-09,0.71898059854506591,-2.430519500648717e-16,6.5062638734004171e-08,5.5934288094468619e-06,7.553886983960927e-07,2.5078913566166546e-05
0.010751953124999998,1.0949026216200604,0.0,1341.0270425285073,0.24877701528165652,0.0070475706427948403,0.00039329308294795451,0.00013638424482463794,0.10328982840866047,0.0003594799005532174,0.10378513898171957,0.00015589732522116803,1.1239379577332048e-05,4.8870246559658478e-10,3.5922139549639359e-08,4.3017791485785737e-06,3.7000415461207055e-07,0.00077406173160496177,0.015864823415729916,0.023780224264979461,0.02395959630619476,7.0732505385168337e-06,0.00071947123732404481,5.5038939601272468e-07,6.1508849350994653e-06,8.3856224797766981e-05,6.2259682210608053e-10,1.1786114561485283e-05,6.1797585412289688e-07,0.00021008434368470724,1.4619201207637286e-05,0.00031111435555350204,4.7366701030055671e-07,5.0159045224703226e-05,2.0561617581113392e-08,3.3441943133336512e-10,1.1135609129348399e-09,2.4205920616003164e-09,4.1558486111579342e-09,3.4635688463845332e-10,1.8943675819119949e-06,1.8698026378367359e-08,8.9804021589671738e-08,1.0298993929325477e-09,6.7080544018385753e-12,2.1085386854554821e-07,3.2000127048345555e-11,2.4598460648543316e-10,9.5610448436994949e-09,1.5863739647603299e-10,7.5406682640511154e-08,1.2214842110402317e-09,0.71898812221654684,-6.3319489809998443e-17,6.5461204869191943e-08,5.1874267389527857e-06,7.637149008740779e-07,2.5327670634955887e-05
